Participant_ID,Participant_Sex,Participant_Age,Participant_Ethnicity_1,Participant_Ethnicity_2,Participant_Ethnicity_3,Multiple_Ethinic,Participant_LTR,Partner_Number,Had_Sex,Age_Sex,Participant_Primarily_Attracted,Participant_Lifetime_Sex_Partners,Past_Year_Sex_Partners,Past_Month_Sex,MEQ1,MEQ2,MEQ3,MEQ4,MEQ5,MEQ6,MEQ7,MEQ8,MEQ9,MEQ10,MEQ11,MEQ12,MRSF1,MRSF2,MRSF3,MRSF4,MRSF5,MRSF6,MRSF7,MRSF8,MRSF9,MRSF10,MRSF11,MRSF12,MRSF13,MRSF14,MRSF15,MRSF16,MRSF17,MRSF18,MRSF19,MRSF20,MRSF21,MRSF22,MRSF23,MRSF24,MRSF25,MRSF26,MRSF27,MRSF28,MRSF29,MRSF30,MRSF31,MRSF32,MRSF33,MRSF34,MRSF35,MRSF36,MRSF37,MRSF38,ICS1,ICS2,ICS3,ICS4,ICS5,ICS6,ICS7,ICS8,ICS9,ICS10,ICS11,ICS12,SOIR1,SOIR2,SOIR3,SOIR4,SOIR5,SOIR6,SOIR7,SOIR8,SOIR9
394,1,62,1, , ,0,1,12,1,14,2,7,1,2,3,1,2,5,1,1,1,1,7,1,7,4,1,1,2,1,1,2,1,2,3,1,3,4,2,2,4,4,1,1,1,1,1,1,1,1,2,4,2,4,4,4,4,3,4,4, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,8,3,3,4,2,2
395,1,33,3, , ,0,1,3,1,8,2,3,2,1,3,2,2,7,2,6,6, ,6,5,7,2,3,2,3,1,3,2,3,2,3,3,4,4,4,3,3,4,2,3,3,3,3,1,1,2,2,3,2,3,4,4,4,4,2,1,2,1,2,3,1,2,2,3,3,2,2,2,4,5,2,1,3,2,2,3,2,4,2,2,7
396,1,42,1,2, ,1,1,5,1,15,2,20,1,12,4,4,4,5,4,5,4,4,6,4,5,5,2,1,1,1,1,1,1,1,1,1,1,3,2,1,2,2,2,1,1,1,1,1,1,1,1,3,1,3,3,3,3,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,6,7,5,8,4,2,2
397,1,25,3, , ,0,1,2,1,19,2,1,1,3,6,5,6,5,6,6,4,4,4,5,4,5,3,2,3,2,3,2,3,2,3,3,2,3,3,3,2,3,2,2,3,2,2,4,3,3,2,3,3,3,3,3,2,2,3,3,2,2,3,3,4,5,3,5,4,6,6,5,4,4,4,5,2,1,1,6,7,7,9,9,9
398,1,36,3, , ,0,1,2,1,24,2,1,1,4,1,1,1,4,1,1,1,1,6,1,5,3,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,3,1,2,1,1,1,1,1,1,2,1,1,1,2,3,1,4,1,1,5,4,4,1,2,1,1,7,8,8,7,6,7
399,1,35,1, , ,0,2,12,1,17,2,18,2,0,1,5,6,5,4,6,3,5,6,3,5,3,1,1,1,1,1,1,1,1,4,1,4,4,3,3,3,3,1,1,1,1,1,1,1,1,1,4,1,4,4,4,3,2,4,3,1,1,1,1,1,1,1,4,1,1,1,1,7,4,4,1,3,5,7,9,9,9,9,9,9
400,1,33,6, , ,0,1,26,1,17,2,26,1,20,5,5,5,7,7,6,7,5,7,5,7,5,1,1,1,1,1,1,1,1,4,1,3,4,2,1,4,1,1,1,1,1,1,1,1,1,1,3,1,4,4,4,4,2,1,3,4,1,1,1,1,1,1,7,1,1,1,1,7,7,7,1,2,6,4,5,1,3,5,5,4
123,2,24,3, , ,0,1,1,1,23,1,1,1,1,6,4,5,3,4,5,3,5,6,4,2,4,3,2,4,3,2,3,2,3,4,3,3,2,3,4,2,3,2,3,2,3,2,4,3,2,2,3,2,3,3,2,3,4,3,2,3,2,3,2,5,4,3,4,6,3,5,6,5,3,4,5,6,4,2,3,4,4,8,4,5
132,2,24,1, , ,0,1,1,1,21,1,1,1,1,7,4,5,5,4,4,4,4,5,4,5,5,2,4,4,1,3,4,2,2,1,2,1,1,3,1,3,3,2,2,2,2,2,2,2,2,3,1,2,1,1,1,2,3,3,2,2,3,3,2,6,5,6,4,5,4,5,5,4,4,6,5,8,6,6,7,5,5,8,7,6
161,2,29,2, , ,0,1,2,1,19,1,2,1,5,6,6,5,6,6,6,5,7,6,5,6,7,3,4,3,3,3,4,4,3,3,4,4,3,3,4,3,3,4,3,4,4,3,4,3,3,4,4,3,4,3,4,3,3,3,4,4,3,4,3,6,5,7,6,7,6,6,4,5,6,7,6,7,5,6,6,7,1,7,6,7
181,2,27,2, , ,0,2,5,1,21,1,1,1,6,6,5,5,6,4,5,6,4,7,5,5,6,3,3,4,3,3,4,3,4,3,3,3,3,2,4,3,3,4,3,2,3,4,3,3,2,4,3,3,3,3,4,3,3,4,2,3,3,3,4,5,5,6,4,5,5,6,5,5,4,4,6,6,7,7,7,6,4,7,6,6
200,2,31,2, , ,0,1,3,1, ,1,1,1,1,6,5,7,6,5,6,5,7,6,7,7,5,4,3,4,4,2,3,3,4,3,4,2,2,3,3,4,3,4,2,3,3,4,2,4,3,2,3,3,4,3,4,3,4,2,3,4,4,2,3,6,5,7,6,6,7,6,7,5,6,6,7,8,7,8,8,8,1,8,7,9
215,2,58,1, , ,0,2,10,1,17,1,10,0,0,2,5,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,2,3,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,2,2,2,5,5,5,5,5,5,5,5,5
217,2,28,3, , ,0,1,5,1,18,1,5,3,4,7,6,6,7,6,7,6,5,6,5,6,6,4,3,3,4,4,3,4,3,3,4,4,3,4,4,3,4,4,3,4,4,3,4,3,3,4,4,3,4,4,3,3,4,3,4,3,4,4,3,7,5,6,7,6,6,7,6,7,6,6,7,8,6,7,8,5,2,8,6,7
224,2,43,2, , ,0,1, ,2, ,1,2,1,1,5,4,4,5,4,4,3,4,5,5,5,4,3,2,2,2,3,2,2,2,3,2,2,2,3,2,3,3,3,2,3,3,3,3,2,3,3,3,2,3,3,3,2,3,3,2,2,2,2,2,5,4,4,5,4,4,4,4,3,4,3,4,8,7,8,7,6,4,6,7,6
236,2,27,2,3, ,1,1, ,1,27,1,1,1,3,5,5,3,4,5,5,2,6,5,6,6,7,3,2,4,3,4,4,3,2,2,3,3,4,2,3,3,2,3,3,2,4,2,3,3,2,4,3,3,2,3,3,2,3,4,3,1,3,3,3,6,4,6,4,3,5,5,3,6,5,3,6,5,7,5,7,5,2,6,3,6
241,2,27,1, , ,0,1,1,1,24,1,1,1,1,6,6,4,6,5,5,5,5,4,5,5,4,4,3,3,2,2,4,3,2,2,1,2,1,4,1,2,2,2,4,1,2,2,2,1,2,1,2,2,1,2,1,1,2,3,2,2,2,2,2,6,5,6,5,6,6,6,5,5,5,5,4,8,7,9,7,5,2,6,7,7
257,2,31,3, , ,0,1,1,2, ,1,1,1,0,4,5,4,3,3,5,4,5,4,3,2,4,3,2,2,3,2,3,3,2,2,1,2,3,3,2,3,3,2,3,2,3,2,3,3,3,2,1,2,3,3,2,2,2,3,2,2,3,2,2,5,4,4,3,5,4,5,4,5,5,4,3,5,4,3,1,2,8,4,3,6
263,2,56,1, , ,0,1,4,1,27,1,3,1,2,5,4,4,6,3,6,1,6,5,3,5,6,2,3,3,4,2,3,4,4,2,2,2,3,4,3,3,4,2,2,4,3,2,3,2,3,3,4,2,2,3,2,3,1,4,3,3,2,3,4,5,2,4,5,4,5,6,4,6,3,4,7,4,6,6,7,6,2,7,3,6
272,2,29,3, , ,0,1,2,1,20,1,2,2,2,3,6,5,5,5,2,4,3,3,5,5,6,2,2,3,3,3,2,3,3,4,3,3,2,2,3,3,2,2,3,4,3,2,3,3,3,4,3,3,2,3,2,3,3,3,4,3,3,3,4,2,3,4,3,3,3,4,4,3,4,5,2,2,2,3,3,4,5,4,6,5
275,2,29,3, , ,0,1,2,1,21,1,2,2,0,6,3,5,6,4,3,6,7,6,5,3,5,3,4,3,2,3,4,3,2,3,4,3,4,3,2,3,4,3,2,3,3,4,2,1,1,3,2,3,4,3,2,1,3,4,3,2,3,4,3,6,6,3,4,5,6,6,4,2,4,5,6,6,9,7,6,8,6,7,9,5
279,2,44,6, , ,0,1,3,2, ,1,3,3,0,1,1,1,1,2,1,1,1,4,1,4,1,2,1,1,1,2,1,1,1,3,1,3,3,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2,1,1,1,1,1,1,2,1,2,1,4,2,1,1,1,1,2,1,1,1,2,2,3,1
