ID,Sex,Age,ParticipantLTR,PartnerNumber,HadSex,AgeSex,Orientation,ParticipantLifetimeSexPartners,PastYearSexPartners,PastMonthSex,GenHealth,CMVS1,CMVS2,CMVS3,CMVS4,CMVS5,CMVS6,CMVS7,CMVS8,CMVS9,CMVS10,CMVS11,CMVS12,CMVS13,CMVS14,CMVS15,CMVS16,CMVS17,CMVS18,CMVS19,CMVS20,CMVS21,CMVS22,CMVS23,CMVS24,CMVS25,CMVS26,SOIR1,SOIR2,SOIR3,SOIR4,SOIR5,SOIR6,SOIR7,SOIR8,SOIR9,SDQ1,SDQ2,SDQ3,SDQ4,MiniK1,MiniK2,MiniK3,MiniK4,MiniK5,MiniK6,MiniK7,MiniK8,MiniK9,MiniK10,MiniK11,MiniK12,MiniK13,MiniK14,MiniK15,MiniK16,MiniK17,MiniK18,MiniK19,MiniK20
570,2,38,1,2,1,18,1,2,2,30,3,5,2,2,4,6,3,3,5,5,6,5,5,5,4,2,3,4,5,6,3,4,4,6,6,6,4,6,2,3,3,6,7,8,3,3,5,5,1,5,6,3,3,4,4,1,1,3,3,5,7,7,7,7,7,7,7,7,7,7
571,2,24,1,1,1,23,1,1,1,1,5,6,2,3,4,5,3,4,6,4,2,5,4,5,2,3,4,5,4,2,3,4,5,6,4,5,4,6,4,2,3,4,4,8,4,5,5,4,3,3,6,4,3,4,5,6,5,3,4,5,6,5,3,4,5,4,6,5,3,4
572,1,31,1, ,1, ,2,2,2,3,3,2,1,2,1,2,1,2,1,2,2,7,2,1,2,1,2,1,2,1,2,1,2,1,6,7,6,6,5,6,6,7,4,7,6,8,5,4,5,5,6,7,5,7,6,7,6,7,6,7,6,5,7,6,7,5,7,6,7,6
573,2,29,1,2,1,21,1,2,2,0,5,3,5,2,4,3,2,4,3,4,4,6,3,1,3,4,3,2,3,2,1,3,5,6,5,5,4,6,9,7,6,8,6,7,9,5,5,4,3,5,6,7,4,3,4,5,5,4,3,5,6,5,2,5,7,5,5,3,5,6
574,1,28,1,3,1,22,2,2,1,1,4,4,3,5,6,6,5,3,5,4,6,4,6,4,4,5,3,5,3,5,3,4,6,3,2,4,3,6,4,4,6,4,5,6,4,6,5,4,4,5,6,4,5,5,4,5,3,5,6,4,6,4,4,5,3,5,3,3,5,4
575,1,29,1,5,1,15,2,5,1,30,2,5,6,5,3,5,4,6,5,6,5,2, ,5,5,5,6,5,5,6,4,2,4,5,3,2,3,6,2,2,1,3,3,5,6,7,6,5,5,7,4,5,5,3,4,4,5,5,6,6,5,6,5,5,4,4,6,7,5,5
576,1,33,1,5,1,20,2,16,1,2,2,5,4,6,4,3,4,5,4,5,4,5,4,6,4,3,5,3,5,4,5,3,4,5,4,4,4,6,5,4,6,5,5,5,5,7,6,3,5,5,4,3,2,4,5,5,4,3,4,5,4,3,4,3,4,4,4,4,4,4
577,2,41,1,6,1,17,1,5,1,1,4,2,7,6,1,7,3,4,4,1,6,2,5,2,2,6,2,1,2,2,5,6,2,4,7,3,7,7,7,1,7,5,1,1,7,6,1,2,3,6,1,1,7,6,1,7,5,1,5,7,1,1,4,3,3,2,4,1,4,7
578,1,26,1,1,2, ,2,1,1,0,5,3,6,4,5,5,5,4,4,5,4,3,3,3,6,5,6,2,4,4,5,4,5,6,4,5,4,7,8,6,6,8,3,8,5,6,1,1,3,2,6,5,5,6,6,5,3,5,7,4,3,5,7,4,7,5,7,6,5,6
580,2,28,1,1,2, ,1,0,0,0,4,3,3,2,2,3,3,2,2,3,3,6,3,2,2,3,3,2,2,3,2,2,3,3,6,5,5,7,4,4,7,7,6,4,7,5,3,3,3,5,6,6,3,6,3,3,3,5,6,5,6,4,3,3,6,6,5,5,2,2
581,1,29,1,2,1,28,2,1,1,1,4,2,3,2,3,2,3,4,3,2,2,5,2,3,4,3,2,3,4,3,2,3,4,3,6,5,4,7,8,7,8,7,2,8,9,7,3,4,4,5,6,5,6,4,5,4,5,6,5,7,5,6,5,6,7,6,5,6,6,7
583,1,28,1,3,1,18,2,2,2,2,4,4,3,3,3,3,4,3,3,5,5,3,6,5,3,6,4,4,5,5,5,5,4,5,4,3,4,7,6,7,6,8,5,6,6,5,4,4,3,3,5,6,6,6,7,5,4,4,6,5,1,7,6,5,6,5,6,5,6,6
584,1,25,1,3,1,20,2,2,3,2,3,4,2,1,3,4,5,2,4,3,3,7,3,4,2,1,3,4,3,3,2,2,3,4,6,6,5,7,5,8,6,8,3,8,5,8,4,3,4,6,5,7,5,4,6,7,5,4,6,5,6,5,4,6,7,6,4,6,5,7
585,1,35,1,22,1,22,2,2,5,2,3,4,5,5,5,6,5,6,6,6,6,2,6,5,5,5,6,6,5,5,6,5,6,5,3,2,3,7,8,8,7,8,2,5,7,7,4,4,5,6,6,5,5,6,5,5,6,5,5,5,5,5,6,5,5,6,5,5,5,5
586,2,32,1,5,1,23,1,1,1,1,4,2,2,2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,7,5,7,7,9,1,8,7,6,4,4,4,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
587,1,28,1,2,1,21,2,3,1,35,3,4,3,7,6,5,7,7,6,6,7,2,1,1,2,1,4,2,4,5,4,3,3,4,2,2,4,7,7,8,3,3,6,5,6,7,5,5,4,3,3,5,3,2,2,2,1,2,2,1,2,3,3,1,2,1,2,1,1,1
589,1,29,1,5,1,14,2,12,5,4,4,6,5,4,6,5,4,5,6,4,5,2,4,6,5,4,6,5,4,3,2,3,2,2,6,6,6,7,6,4,6,7,4,6,7,3,5,4,5,6,5,6,7,5,5,3,7,5,6,6,5,6,4,5,4,5,6,5,4,5
590,1,29,1,3,1,21,2,3,2,1,4,6,5,6,6,5,4,5,5,6,5,2,5,5,6,5,4,5,5,5,6,5,5,4,3,2,2,7,6,7,8,7,4,7,7,6,5,4,5,5,5,5,6,5,4,5,5,6,5,6,5,6,5,4,5,6,5,5,6,5
591,1,27,1, ,1,19,2,4,1,3,3,2,2,3,2,2,2,1,2,2,3,7,3,3,2,2,2,2,2,3,2,1,2,2,6,6,6,7,8,8,6,8,3,7,7,8,5,2,2,5,6,6,7,7,7,3,6,6,6,6,5,6,6,6,6,6,7,7,7,6
592,2,29,1,2,1,19,1,2,1,5,5,3,1,2,3,2,1,2,2,1,1,6,3,2,2,1,2,3,1,2,2,3,2,1,6,7,6,7,5,6,6,7,1,7,6,7,5,4,4,6,6,5,7,6,5,6,7,7,5,6,6,5,7,6,5,6,7,6,5,6
593,2,23,1,1,1,1,1,1,1,1,3,6,5,5,3,4,4,5,5,5,5,4,4,4,4,4,4,5,5,5,4,5,4,4,5,5,4,7,6,5,7,5,3,6,4,7,5,4,5,5,7,5,4,6,5,5,6,5,5,5,6,5,5,5,5,4,6,6,5,5
594,2,38,1,3,1,16,1,3,1,30,3,4,6,5,5,3,5,5,6,5,6,4,4,3,4,6,5, ,5,5,6,4,2,3,3,3,5,7,5,4,2,3,3,7,4,5,6,5,3,4,5,2,3,5,6,5,4,3,2,3,3,6,5,2,4,2,4,6,2,4
595,2,43,1, ,2, ,1,2,1,1,4,4,5,6,6,6,5,5,6,6,3,4,4,4,3,4,5,4,3,4,3,3,3,3,4,4,5,8,7,8,7,6,4,6,7,6,4,5,4,5,5,4,3,4,4,4,4,3,4,4,4,3,4,5,4,4,4,3,4,5
596,2,27,1,1,1,24,1,1,1,1,5,7,5,5,5,5,5,7,5,4,5,3,7,6,6,7,5,6,7,7,4,5,5,5,3,4,3,8,7,9,7,5,2,6,7,7,4,4,6,6,6,4,4,4,5,4,4,5,5,5,4,5,5,5,5,4,5,5,5,5
597,1,32,1,1,1,26,2,1,1,15,4,4,5,6,6,5,4,5,6,6,6,3,6,5,4,5,6,5,4,4,5,6,7,6,4,3,3,8,6,7,9,7,4,7,8,7,5,4,4,3,5,6,6,5,6,6,5,6,7,6,5,6,7,6,5,4,5,6,6,7
598,2,24,1,1,1,21,1,1,1,1,5,6,5,6,4,6,5,5,5,4,2,3,4,5,4,6,5,5,6,5,5,4,5,5,3,3,5,8,6,6,7,5,5,8,7,6,5,5,3,5,6,6,5,4,6,5,6,4,6,7,5,7,7,5,6,6,6,5,7,5
599,2,23,1,1,1,22,1,1,1,1,4,6,6,5,5,4,4,5,5,4,6,4,5,4,5,5,4,5,5,6,4,4,5,4,4,3,3,8,7,6,8,7,4,8,7,5,5,4,3,5,6,5,5,6,5,4,4,6,4,4,6,5,4,3,5,4,3,3,6,4
601,2,28,1,5,1,18,1,5,3,4,4,1,3,2,2,3,2,2,3,2,2,7,2,1,1,2,2,1,2,2,2,2,1,2,6,6,6,8,6,7,8,5,2,8,6,7,5,6,5,7,7,6,7,6,7,7,6,6,6,7,7,6,7,6,6,7,7,6,6,7
602,1,34,1,45,1,11,2,95,12,40,4,2,2,2,2,2,3,6,6,6,3,4,7,6,4,6,7,7,4,4,2,1,2,1,2,2,2,8,9,9,9,9,9,7,7,7,6,5,2,6,4,4,1,7,7,5,2,2,4,3,1,1,1,1,1,1,1,1,1,1
603,1,32,1,1,1,23,2,1,1,15,4,5,6,7,6,5,4,5,6,5,4,5,4,5,5,4,3,4,5,4,5,6,4,5,2,3,4,8,2,5,2,6,9,6,7,6,6,4,2,2,6,5,3,5,6,7,6,5,4,5,4,6,5,4,4,6,5,4,3,4
604,2,31,1,3,1, ,1,1,1,1,5,2,3,2,1,2,2,1,2,2,3,6,3,2,3,2,1,2,2,2,2,3,2,3,7,7,6,8,7,8,8,8,1,8,7,9,6,5,5,7,6,6,6,4,7,6,6,5,7,6,6,6,7,5,7,6,6,5,5,6
606,1,29,1,1,2, ,2,1,1,0,5,7,7,7,6,7,7,7,7,6,7,2,6,7,6,6,6,6,7,7,7,7,7,6,2,2,2,8,9,9,9,8,1,9,9,8,6,5,6,7,7,7,7,7,6,7,7,7,6,7,7,7,6,7,6,7,7,7,6,7
607,1,28,1,2,1,25,2,2,2,2,4,3,4,6,3,3,5,3,5,3,2,6,2,2,2,2,2,2,2,3,2,2,4,2,6,6,6,9,3,3,1,8,2,6,7,7,5,4,2,3,5,6,6,6,5,4,6,6,6,7,2,6,6,6,6,6,6,5,6,6
608,1,30,1,10,1,15,2,300,30,15,4,6,5,5,6,6,6,6,2,3,6,4,5,4,5,4,2,5,7,7,5,5,6,4,2,3,2,9,9,9,9,9,9,9,8,8,6,4,3,5,5,5,5,3,5,2,2,1,5,7,6,6,5,7,5,6,4,4,2,1
609,1,27,1,1,1,21,2,1,1,1,5,7,7,7,7,6,6,7,7,7,7,2,6,7,7,6,7,7,6,7,6,7,7,7,2,2,2,9,1,5,9,8,1,9,9,9,6,5,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1,2,19,2,0,2, ,1,0,0,0,3,7,7,7,7,7,7,7,7,7,7,3,7,7,7,7,7,7,7,7,7,7,7,4,2,2,2,1,1,1,1,1,9,1,1,1,1,1,1,1,1,7,4,5,6,5,4,1,4,4,4,4,1,1,1,1,1,1,1,5
2,1,76,2,4,1,14,2,20,0,0,4,3,3,5,5,3,5,5,5,5,5,3,1,1,1,7,7,7,1,1,1,1,1,1,2,3,2,1,6,6,9,1,1,1,1,1,1,1,1,1,3,3,3,5,5,5,5,5,5,4,5,5,5,5,5,3,3,3,3,3
3,2,19,2,0,2, ,1,0,0,0,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,1,1,1,1,1,5,1,1,1,1,1,1,1,4,1,1,1,1,6,5,1,4,4,1,1,1,1,1,1,1,1,1,3
4,2,23,2,2,1,21,1,1,0,0,3,4,4,4,4,4,4,7,7,4,7,2,4,4,4,4,7,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,7,6,6,7,7,4,4,7,7,7,7,7,7,7,7,1,5
6,2,55,2,5,1,13,1, ,0,0,5,6,5,5,5,5,3,6,6,6,6,5,4,2,6,6,6,6,6,2,6,6,6,5,2,2,2,1,1,1,8,1,5,5,1,1,1,1,1,1,7,4,2,6,7,6,6,5,7,4,7,2,5,5,5,5,5,5,5,5
7,2,71,2,5,1,34,1,1,0,0,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,7, ,7,7,2,2,2,1,3,2,3,1,1,1,2,1,2,1,1,2,1,4,1,1,1,7,7,1,4,4,7,7,1,1,1,1,1,1,1,5
8,2,42,2,6,1,14,1,6,0,0,1,4,4,5,7,4,7,6,7,7,6,5,7,6,7,7,7,7,2,2,6,4,4,5,6,3,3,1,3,2,5,1,1,2,1,2,2,1,1,1,1,6,4,3,5,7,1,7,4,5,7,7,5,3,3,6,3,7,3,1
10,2,66,2,20,1,15,1,100,0,0,2,4,6,6,6,6,6,6,6,6,6,6,4,4,6,6,6,6,4,4,6,4,6,6,2,2,2,1,9,9,9,1,1,2,1,1,2,2,2,4,2,7,2,6,6,6,7,7,1,4,7,7,1,1,1,4,4,4,1,1
12,2,62,2,4,1,17,1,12,0,0,2,3,3,3,5,3,7,5,6,7,7,7,4,4,4,7,7,7,1,1,4,3,6,3,2,6,2,1,2,3,7,2,3,1,1,1,2,1,1,2,4,3,5,5,4,7,1,1,3,1,7,7,5,4,6,4,5,5,2,1
13,2,40,2,3,1,14,1,4,0,0,3,3,4,4,4,4,5,7,7,7,6,4,1,4,4,7,7,7,1,2,4,2,5,4,2,6,2,1,2,2,7,4,8,4,2,2,2,1,1,3,4,4,4,4,5,6,7,7,7,4,4,3,5,5,5,3,4,4,1,2
14,1,76,2,45,1,18,2,25,0,0,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,7,7,7,4,4,6,4,4,5,2,4,4,1,8,8,8,8,8,6,5,6,2,1,1,4,4,5,5,5,3,3,2,2,5,4,3,2,4,3,3,4,3,3,3,4
16,2,67,2,20,1,19,1,5,0,0,3,2,2,2,4,2,4,6,3,6,4,2,1,1,2,7,7,6,4,4,5,2,6,2,2,2,2,1,2,2,5,1,5,1,2,1,2,1,1,2,5,5,5,7,7,6,7,7,7,4,7,7,6,2,2,5,1,1,3,6
18,2,60,2,20,1,18,1,15,0,0,2,2,2,2,2,2,2,3,3,2,2,2,1,2,2, ,7,7,2,2,2,2,6,1, ,2,2,1,5,3,9,6,6,2,2,2,2,2,2,2,5,6,6,6,7,7,4,4,3,4,7,5,3,3,5,5,5, ,1,4
20,2,44,2,6,1,17,1,10,0,0,1,5,6,6,6,6,6,6,6,7,6,2,7,4,6,7,7,7,2,3,6,4,6,3,2,2,2,1,1,3,9,5,4,3,2,1,2,2,2,1,5,7,5,6,7,5,1,1,4,3,7,7,5,3,7,3,2,7,1,4
22,1,70,2,23,1,18,2,12,0,0,3,3,2,3,5,4,5,4,3,2,5,6,1,1,2,4,5,5,1,1,3,5,6,3,2,6,2,1,6,5,4,6,9,2,2,3,3,2,2,5,3,5,5,7,3,3,1,1,3,2,2,3,1,2,5,4,3,4,2,2
23,2,47,2,4,1,29,1,6,6,0,4,3,3,6,6,3,7,6,7,7,3,6,1,1,1,7,7,6,2,2,5,2,3,3,2,2,2,1,2,3,9,1,3,4,1,1,3,2,2,3,3,2,6,6,6,6,7,2,7,4,7,7,7,7,7,5,3,3,1,5
28,1,28,2,3,1,27,2,1,1,0,5,2,2,4,4,4,6,3,1,4,2,2,1,1,1,2,4,4,3,4,4,4,4,4,2,4,3,1,2,1,2,4,4,2,2,2,3,1,2,4,5,6,6,7,6,5,6,6,2,4,4,4,6,6,6,6,6,6,6,6
29,2,36,2,2,1,17,1,4,0,0,3,3,3,3,3,3,3,3,4,4,4,6,7,4,7,7,7,7,2,3,3,3,3,2,2,4,4,1,1,2,2,1,2,1,1,1,3,1,1,4,5,5,4,5,6,2,1,1,4,4,7,6,1,1,1,4,2,6,2,2
30,2,41,2,2,1,37,1,3,0,0,3,6,5,6,6,6,6,4,4,5,3,2,2,3,4,6,7,7,3,4,6,4,3,6,5,4,5,1,3,3,4,1,2,3,2,1,3,2,2,3,5,6,5,4,5,6,7,7,4,3,7,7,5,5,5,5,4,6,4,3
32,2,56,2,20,1,15,1,25,0,0,3,3,5,5,5,4,4,4,5,4,3,5,1,1,4,5,5,5,2,3,4,3,6,2,2,2,2,1,3,5,7,3,7,6,6,6,3,2,2,4,5,5,5,5,5,5,3,6,7,4,7,4,4,4,4,5,5,5,5,3
33,2,62,2,35,1,18,1,25,0,0,3,2,2,2,2,2,6,4,4,4,3,2,2,1,4,6,6,6,2,2,2,2,4,5,2,2,2,1,7,7,8,5,4,4,3,2,3,2,2,3,6,6,6,6,6,7,2,6,7,3,7,6,6,6,6,7,7,7,3,2
34,2,36,2,7,1,12,1,7,0,0,3,3,2,2,2,2,2,3,4,4,5,3,4,3,6,6,6,6,3,3,3,2,3,2,2,3,3,1,4,2,8,2,6,4,2,4,3,2,2,2,6,6,5,5,7,7,7,2,4,4,7,7,7,7,7,6,6,6,3,2
35,2,37,2,8,2, ,1,15,3,0,3,2,2,2,3,3,5,1,2,2,2,6,2,2,2,2,2,2,2,1,2,3,2,2,5,5,6,1,2,6,6,2,7,3,2,3,4,4,2,4,3,3,3,5,3,4,5,4,1,4,1,2,2,2,3,3,2,3,3,3
37,1,28,2,2,1,19,2,2,0,0,3,3,5,5,3,4,4,5,5,3,3,3,5,4,4,3,5,3,4,5,4,4,1,5,7,4,4,1,2,1,2,4,4,5,2,2,4,2,3,3,4,5,4,3,3,4,6,5,1,5,5,5,5,4,6,5,5,5,3,6
40,1,32,2,0,2, ,2,0,0,0,4,4,4,6,4,4,4,6,6,6,6,6,2,1,3,7,7,7,4,1,4,4,4,4,2,5,5,1,1,1,1,8,1,7,2,2,4,1,3,2,5,6,5,6,4,3,7,5,4,1,7,7,6,6,7,2,4,2,2,6
43,2,21,2,3,2, ,1,0,0,0,3,3,2,3,3,2,3,4,4,4,4,4,2,2,2,5,6,4,2,2,3,3,2,3,2,4,4,1,1,1,5,3,3,4,3,2,4,4,4,4,5,6,5,4,5,6,7,3,4,4,6,5,7,7,7,6,6,6,4,5
45,1,19,2,0,2, ,2,0,0,0,4,3,6,6,6,6,6,6,6,6,6,6,2,2,2,6,6,6,2,2,5,6,2,6,2,6,6,1,1,1,5,1,2,8,8,8,4,5,5,5,6,6,6,6,6,6,2,6,1,1,6,2,6,6,6,6,6,6,2,2
47,2,50,2,8,1,13,1,8,0,0,5,1,1,1,4,1,1,7,7,4,4,6,7,7,7,7,7,7,2,1,1,2,5,4,2,2,2,1,1,1,6,1,3,1,1,1,4,4,4,7,7,7,7,7,7,1,7,7,1,1,7,7,3,5,7,5,2,5,1,1
48,1,34,2,2,1,18,2,2,0,0,3,4,4,4,6,5,7,7,4,6,7,6,1,2,2,4,5,4,3,4,7,4,7,7,2,2,2,1,1,1,9,6,3,5,4,2,4,3,3,4,7,7,7,7,5,4,6,4,7,7,7,5,4,5,5,5,4,4,3,3
49,2,26,2,1,1,21,1,2,0,0,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,4,1,1,3,6,5,1,3,2,9,1,9,7,7,7,5,4,4,2,1,5,1,5,5,6,1,1,1,4,1,1,5,5,5,4,5,5,2,1
53,1,36,2,5,1,23,2,2,0,0,3,1,1,1,1,1,1,2,1,1,1,2,5,5,4,1,1,1,3,2,1,1,1,1,3,3,4,1,2,2,6,4,5,7,6,3,5,4,4,4,3,5,3,4,6,6,6,5,4,4,7,5,7,7,6,6,6,6,3,4
54,1,47,2,2,1,28,2,3,0,0,3,6,6,4,7,7,7,3,3,4,4,2,3,4,4,5,5,4,1,1,6,4,7,7,5,7,6,1,2,2,7,7,8,8,4,2,5,4,4,4,3,5,3,5,3,7,5,4,4,4,3,5,7,5,5,6,3,3,2,2
56,2,28,2,6,1,19,1,10,0,0,3,7,7,7,7,7,7,7,7,7,7,7,3,5,6,7,7,4,1,1,7,7,7,7,6,6,7,1,6,3,5,4,3,7,6,4,5,3,3,3,4,4,1,1,5,6,4,1,4,4,6,4,2,1,1,2,1,1,1,1
57,1,19,2,0,2, ,2,0,0,0,4,4,2,3,5, ,4,5,6,7,5,5,2,5,6,5,4,2,4,4,6,5,4,2,2,4,2,1,1,1,7,6,4,6,3,5,5,5,5,4,4,3,3,5,6,6,4,6,5,3,5,2,4,5,2,2,6,4,4,7
58,2,56,2,4,1,21,1,6,0,0,4,4,2,3,4,2,4,1,2,4,4,3,7,2,6,7,7,7,4,4,2,4,4,7,5,4,4,1,2,2,8,1,1,2,1,3,5,2,2,4,4,6,6,6,7,6,6,6,4,4,7,7,6,6,6,6,6,6,6,6
59,2,38,2,0,2, ,1,0,0,0,2,5,5,5,6,6,6,6,6,6,6,6,4,2,3,6,7,7,2,2,4,4,6,6,4,6,4,1,1,1,2,1,2,2,2,2,5,4, ,4,5,6,5,5,6,6,7,5,4,4,7,7,6,6,6,5,5,5,4,5
65,1,40,2,7,1,25,2,4,0,0,3,4,4,4,4,4,4,5,5,5,5,5,3,2,4,6,7,7,2,2,4,2,3,5,5,6,4,1,1,1,9,1,1,7,6,3,5,5,5,4,5,6,4,7,6,6,7,7,4,7,5,7,7,7,7,6,5,6,2,4
66,2,46,2,7,1,18,1,6,0,0,3,1,2,3,4,3,4,5,7,7,5,3, , ,7,7,7,7,4,5,4,2,6,2,2,2,2,1,1,1,1,1,1,2,2,1,5,2,2,4,6,7,6,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,5,5
68,1,29,2,10,1,17,2,11,0,0,5,2,2,2,2,2,3,3,3,4,3,2,4,2,2,7,7,7,3,3,2,1,2,2,2,2,2,1,1,2,2,2,3,2,2,2,5,2,2,4,6,7,7,7,6,3,7,2,4,4,7,6,5,5,5,6,6,6,2,2
69,1,30,2,2,1,16,2,2,0,0,3,4,5,5,4,4,5,6,5,5,4,3,1,3,2,4,6,7,3,3,5,3,5,6,6,6,3,1,1,1,4,6,5,6,5,4,5,4,4,5,6,6,5,5,7,6,2,2,4,5,7,5,5,5,5,7,7,7,4,1
71,1,39,2,3,2, ,2,0,0,0,4,2,2,3,6,2,6,7,7,6,6,6,7,2,5,6,6,5,1,2,3,4,6,3,2,6,2,1,1,1,9,8,7,6,2,2,5,4,3,3,6,6,7,6,5,4,6,5,4,4,5,7,7,7,7,3,2,3,3,4
72,2,32,2,2,1,21,1,2,0,0,5,5,5,5,3,5,5,5,5,6,3,2,4,2,5,6,7,6,3,2,6,6,6,6,2,5,6,1,1,1,9,3,5,5,6,6,5,4,3,2,6,7,5,6,7,5,6,3,4,7,7,7,6,7,7,7,7,7,6,4
73,1,27,2,2,1,22,2,1,0,0,3,7,6,7,7,7,4,7,7,7,6,7,5,7,7,7,7,3,1,1,7,7,7,7,7,7,7,1,2,1,3,3,9,8,9,2,6,4,4,5,1,7,1,2,3,4,1,1,4,4,7,5,6,1,1,1,1,1,1,1
75,1,42,2,1,1,38,2,1,0,0,4,7,6,6,6,6,7,6,6,7,6,6,2,2,2,7,7,7,2,2,7,6,4,7,2,7,4,1,2,2,7,7,7,8,8,8,6,5,5,6,2,5,2,4,5,2,3,3,4,4,3,3,5,3,3,6,6,6,2,1
77,1,35,2,4,1,14,2,1,1,0,4,1,1,1,1,1,4,2,4,4,4,5,3,3,2,4,4,4,1,1,2,2,4,4,5,6,2,1,4,1,9,9,9,9,7,9,6,4,4,4,4,6,5,4,5,6,6,4,4,6,4,2,5,6,6,6,6,6,6,4
78,1,53,2,7,1,16,2,7,0,0,3,2,3,5,6,4,7,5,5,6,5,3,7,5,7,7,7,7,1,1,6,3,7,5,2,2,2,1,2,2,8,8,8,9,2,2,6,5,5,4,5,6,5,5,6,5,7,5,4,4,5,1,6,6,6,7,6,7,6,4
79,1,47,2,5,1,20,2,3,0,0,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,4,3,6,4,5,6,4,6,4,1,2,2,8,3,3,6,6,6,6,5,5,4,5,5,3,5,6,6,7,5,4,4,7,6,1,1,1,5,5,5,2,1
80,1,34,2,2,1,21,2,2,0,0,3,7,7,7,7,6,6,7,6,7,6,6,4,4,4,6,7,6,2,2,7,6,7,7,6,7,6,1,1,1,8,8,8,4,4,2,6,5,5,4,5,5,3,5,6,5,6,4,4,4,4,2,3,2,2,3,2,2,1,1
81,1,22,2,9,1,14,2,4,0,0,2,3,2,3,4,4,5,3,4,5,5,3,2,3,2,6,6,5,1,1,4,3,3,3,3,3,2,1,3,3,9,2,6,7,6,4,6,2,3,5,5,6,6,6,5,3,5,3,4,4,7,6,3,5,3,3,3,3,2,1
82,1,25,2,3,1,17,2,3,3,0,5,2,2,2,2,2,2,6,2,2,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,1,1,1,6,4,4,7,7,7,6,5,5,6,6,6,6,6,6,6,6,6,1,1,7,5,5,6,6,6,6,6,1,1
113,2,25,2,1,1,24,1,4,1,0,3,5,4,4,3,4,5,7,7,7,7,7,7,7,7,4,7,7,1,1,5,4,5,7,7,7,7,2,2,2,7,1,8,2,2,2,3,1,3,3,2,3,1,2,3,3,7,4,4,4,7,3,2,5,5,5,5,5,2,4
121,2,32,2,4,1,16,1,10,1,0,4,3,2,2,2,2,2,5,5,5,6,6,1,1,1,6,6,6,2,2,2,2,4,2,2,2,2,2,1,3,3,1,1,1,1,1,3,2,2,2,5,6,6,6,5,6,7,6,7,1,7,7,5, ,6,1,1,1,3,5
124,2,40,2,20,1,15,1,20,1,0,2,7,7,7,7,7,7,7,7,7,7,7,2,1,2,6,7,7,1,1,7,7,7,6,6,7,5,2,4,2,7,5,8,6,4,2,3,2,2,5,5,5,2,3,2,6,1,2,7,4,7,2,2,1,1,1,1,5,1,1
131,1,21,2,5,1,16,2,3,1,2,2,5,2,5,4,2,6,3,5,2,7,4,2,4,6,3,3,6,3,6,5,3,4,4,5,2,3,2,1,1,6,5,5,1,1,1,3,4,4,5,6,2,4,2,3,4,2,1,3,5,3,2,3,5,5,2,3,4,2,4
137,2,44,2,6,1,20,1,3,1,0,3,2,2,2,3,2,6,3,2,3,2,5,1,1,1,6,5,6,2,2,3,1,3,2,2,2,2,2,3,3,1,1,2,2,2,2,4,3,3,4,1,7,6,7,5,3,1,1,7,7,7,7,2,1,1,7,7,7,5,5
158,2,33,2,5,1,22,1,11,1,0,2,4,4,3,3,4,2,3,5,5,4,6,2,2,2,7,7,7,4,4,6,7,7,7,2, ,2,2,2,7,8,5,4,7,2,1,4,3,3,4,4,3,5,5,4,4,6,6,4,4,5,5,5,4,4, ,4,3,3,3
163,2,51,2,10,1,13,1,8,1,5,2,3,5,5,3,3,2,6,6,7,6,7,2,2,1,7,4,6,1,1,6,3,6,6,5,6,3,2,2,2,1,1,1,3,3,1,4,2,2,1,5,6,6,6,5,6,5,1,6,2,7,7,6,6,6,2,3,5,1,5
196,1,62,2,10,1,18,2,10,1,4,3,7,7,6,6,7,2,5,5,6,6,2,7,6,5,6,5,6,6,7,7,6,6, ,7,6,7,2,2,1,9,1,1,2,6,2,4,3,1,4,5,5,4,4,7,7,4,4,7,7,7,7,7,7,7,6,6,7,7,6
231,1,32,2,5,1,15,2,4,1,0,4,3,3,6,4,3,4,3,3,6,4,6,2,1,4,6,6,6,4,4,4,4,6,6,2,4,2,2,2,2,3,4,5,4,4,3,4,2,2,4,7,7,6,7,7,6,7,7,4,6,7,6,2,6,6,1,6,6,5,5
268,1,22,2,1,1,19,2,3,1,0,2,2,2,2,4,3,4,3,4,3,3,5,6,3,5,5,5,5,3,2,3,3,3,5,3,4,5,2,2,2,7,8,6,8,8,7,5,4,4,2,4,4,5,4,3,5,5,4,4,2,7,5,3,5,5,3,4,4,2,1
